pri_rank,port_id,port_name,country_name,iso2,iso3,latitude,longitude,pri_score,risk_tier,data_tier,n_dims,dims_used,dim_cv,cv_flag,d1_score,d1_tier,score_1_1,score_1_2,score_1_3,score_1_4,ctrl_depth_final,vessel_class_count,terminal_count,cyclone_passes,pga_g,d2_score,d2_tier,score_2_1,score_2_2,score_2_3,score_2_4,lpi_score,dwell_hours,labour_regime,d3_score,d3_tier,score_3_1,score_3_2,score_3_3,score_3_4,catchment_share_pct,hinterland_count,herfindahl,alt_distance_km,d4_score,d4_tier,score_4_1,score_4_2,score_4_3,score_4_4,wgi_ps,wgi_ge,sanctions_level,dispute_level
65,48420.0,Khorramshahr,Iran,IR,IRN,30.433333,48.183333,2.4237,Elevated,A,4,D1|D2|D3|D4,0.6091,False,2.6,A,7.5,7.171,0.0,8.5,9.4,1,4,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.7,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
66,62840.0,Rabocheostrovsk,Russia,RU,RUS,64.991666667,34.795277778,2.4195,Elevated,A,4,D1|D2|D3|D4,0.5742,False,1.771,A,7.5,8.748,0.0,1.5,9.4,1,2,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.813,A,1.2,2.0,8.0,0.563,12,1,0.8,188.0,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
67,48530.0,Jazireh-Ye Hormoz,Iran,IR,IRN,27.1,56.45,2.4127,Elevated,A,4,D1|D2|D3|D4,0.6122,False,2.553,A,5.0,10.0,0.0,8.5,12.5,2,1,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,25.4,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
68,48600.0,Karachi,Pakistan,PK,PAK,24.783333,66.983333,2.4124,Elevated,A,4,D1|D2|D3|D4,0.5899,False,3.253,A,2.5,7.171,0.833,7.5,14.0,3,4,1,0.3,6.1,A,6.0,3.846,8.0,7.5,2.6,72.0,volatile,3.969,A,5.8,4.0,3.8,2.816,58,2,0.38,740.0,0.43,A,9.7,6.24,0.0,0.0,-2.35,-0.62,none,none
69,62640.0,Provideniya,Russia,RU,RUS,64.421111111,-173.2275,2.4057,Elevated,A,4,D1|D2|D3|D4,0.5786,False,1.831,A,7.5,10.0,0.0,1.5,23.2,1,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.714,A,1.2,2.0,8.0,0.45,12,1,0.8,160.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
70,48198.0,Nishtun,Yemen,YE,YEM,15.816667,52.2,2.4007,Elevated,A,4,D1|D2|D3|D4,0.5835,False,2.178,A,7.5,10.0,0.0,3.0,9.4,1,1,0,0.1,5.521,A,7.0,6.987,5.0,3.8,2.2,121.0,uncertain,1.944,A,1.2,2.0,8.0,0.744,12,1,0.8,232.4,1.421,A,10.7,8.44,3.0,0.0,-2.85,-1.72,sdn_adjacent,none
71,46890.0,Beira,Mozambique,MZ,MOZ,-19.833333,34.833333,2.3973,Elevated,A,4,D1|D2|D3|D4,0.5544,False,4.352,A,10.0,7.171,1.667,3.0,7.9,0,4,2,0.1,5.541,A,6.5,6.474,5.0,5.8,2.4,113.0,uncertain,3.45,A,3.8,6.0,5.2,1.195,38,3,0.52,342.7,0.397,A,6.04,6.44,0.0,0.0,-0.52,-0.72,none,none
72,48535.0,Jazireh-Ye Sirri,Iran,IR,IRN,25.9,54.55,2.3926,Elevated,A,4,D1|D2|D3|D4,0.6182,False,2.469,A,5.0,8.748,0.0,8.5,23.2,2,2,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,37.7,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
73,48460.0,Bandar Khomeyni,Iran,IR,IRN,30.433333,49.083333,2.3926,Elevated,A,4,D1|D2|D3|D4,0.6182,False,2.469,A,5.0,8.748,0.0,8.5,23.2,2,2,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,10.3,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
74,12090.0,Puerto Cumarebo,Venezuela,VE,VEN,11.483333,-69.35,2.3914,Elevated,A,4,D1|D2|D3|D4,0.6832,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.247,A,1.2,2.0,8.0,0.126,12,1,0.8,80.9,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
75,11980.0,San Lorenzo,Venezuela,VE,VEN,9.783333,-71.066667,2.3793,Elevated,A,4,D1|D2|D3|D4,0.6865,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.222,A,1.2,2.0,8.0,0.116,12,1,0.8,78.3,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
76,12340.0,Ciudad Bolivar,Venezuela,VE,VEN,8.133333,-63.55,2.3669,Elevated,A,4,D1|D2|D3|D4,0.6938,False,2.215,A,5.0,8.748,0.0,5.5,12.5,2,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.369,A,1.2,2.0,8.0,0.183,12,1,0.8,94.8,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
77,57970.0,Basco,Philippines,PH,PHL,20.45,121.966667,2.3669,Elevated,A,4,D1|D2|D3|D4,0.8263,False,9.187,A,7.5,10.0,10.0,9.5,23.2,1,1,19,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.898,A,1.2,2.0,8.0,0.676,12,1,0.8,215.7,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none
78,48470.0,Bushehr,Iran,IR,IRN,28.983333,50.833333,2.3632,Elevated,A,4,D1|D2|D3|D4,0.6273,False,2.35,A,5.0,7.171,0.0,8.5,12.5,2,4,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.024,12,1,0.8,56.0,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
79,12270.0,Guiria,Venezuela,VE,VEN,10.566667,-62.3,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,9.4,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.091,12,1,0.8,72.2,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
80,12115.0,El Palito,Venezuela,VE,VEN,10.483333,-68.116667,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,23.2,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
81,12037.0,El Tabiazo,Venezuela,VE,VEN,10.766667,-71.533333,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,3.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
82,12130.0,Puerto Borburata,Venezuela,VE,VEN,10.483333,-67.983333,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.8,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
83,12180.0,Jose Terminal,Venezuela,VE,VEN,10.1,-64.85,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,23.2,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,29.0,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
84,12220.0,Cumana (Puerto Sucre),Venezuela,VE,VEN,10.466667,-64.183333,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,23.2,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,49.0,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
85,12117.0,Venterminals,Venezuela,VE,VEN,10.483333,-68.033333,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,3.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
86,12100.0,Puerto Chichiriviche,Venezuela,VE,VEN,10.916667,-68.266667,2.3571,Elevated,A,4,D1|D2|D3|D4,0.6925,False,2.534,A,7.5,10.0,0.0,5.5,9.4,1,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.004,12,1,0.8,50.9,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
87,12335.0,Puerto Ordaz,Venezuela,VE,VEN,8.35,-62.716667,2.3376,Elevated,A,4,D1|D2|D3|D4,0.6989,False,2.451,A,7.5,8.748,0.0,5.5,11.2,1,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,4.1,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
88,12035.0,Puerto Miranda,Venezuela,VE,VEN,10.766667,-71.566667,2.3376,Elevated,A,4,D1|D2|D3|D4,0.6989,False,2.451,A,7.5,8.748,0.0,5.5,11.4,1,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
89,62910.0,Ostrovnoy Gremikha,Russia,RU,RUS,68.058333333,39.525555556,2.3256,Elevated,A,4,D1|D2|D3|D4,0.6033,False,1.346,A,2.5,8.748,0.0,1.5,14.0,3,2,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,2.036,A,1.2,2.0,8.0,0.895,12,1,0.8,269.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
90,47140.0,Baraawe,Somalia,SO,SOM,1.1,44.05,2.3078,Elevated,A,4,D1|D2|D3|D4,0.7511,False,2.06,A,7.5,10.0,0.0,2.4,23.2,1,1,0,0.08,6.632,A,7.5,7.5,5.0,6.88,2.0,129.0,uncertain,1.451,A,1.2,2.0,8.0,0.231,12,1,0.8,106.5,1.431,A,10.36,9.16,3.0,0.0,-2.68,-2.08,sdn_adjacent,none
91,12032.0,Punta De Palmas,Venezuela,VE,VEN,10.783333,-71.583333,2.2982,Elevated,A,4,D1|D2|D3|D4,0.7122,False,2.29,A,5.0,10.0,0.0,5.5,12.5,2,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
92,12330.0,Palua,Venezuela,VE,VEN,8.366667,-62.683333,2.2982,Elevated,A,4,D1|D2|D3|D4,0.7122,False,2.29,A,5.0,10.0,0.0,5.5,12.5,2,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,4.1,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
93,12034.0,Bajo Grande,Venezuela,VE,VEN,10.516667,-71.633333,2.2982,Elevated,A,4,D1|D2|D3|D4,0.7122,False,2.29,A,5.0,10.0,0.0,5.5,12.5,2,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,13.5,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
94,60870.0,Vitaz Marine Terminal,Russia,RU,RUS,52.7,143.55,2.294,Elevated,A,4,D1|D2|D3|D4,0.6144,False,1.831,A,7.5,10.0,0.0,1.5,23.2,1,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.417,A,1.2,2.0,8.0,0.21,12,1,0.8,101.4,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
95,48495.0,Bandar-E Shahid Rejaie,Iran,IR,IRN,27.1,56.066667,2.2911,Elevated,A,4,D1|D2|D3|D4,0.6509,False,2.076,A,2.5,8.748,0.0,8.5,15.5,3,2,0,0.35,5.786,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.3,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none
96,57816.0,Sanya,China,CN,CHN,18.316667,109.45,2.2862,Elevated,A,4,D1|D2|D3|D4,0.4996,False,4.626,A,10.0,10.0,0.833,5.5,6.8,0,1,1,0.2,2.672,A,3.25,3.269,2.0,2.4,3.7,63.0,stable,1.55,A,1.2,2.0,8.0,0.301,12,1,0.8,123.7,1.426,A,5.56,4.1,0.0,6.0,-0.28,0.45,none,active_diplomatic
97,12210.0,Bahia De Pertigalete,Venezuela,VE,VEN,10.233333,-64.566667,2.2791,Elevated,A,4,D1|D2|D3|D4,0.7189,False,2.215,A,5.0,8.748,0.0,5.5,12.5,2,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
98,12025.0,La Salina,Venezuela,VE,VEN,10.366667,-71.466667,2.2791,Elevated,A,4,D1|D2|D3|D4,0.7189,False,2.215,A,5.0,8.748,0.0,5.5,12.5,2,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,24.7,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
99,12070.0,Amuay (Bahia De Amuay),Venezuela,VE,VEN,11.75,-70.233333,2.2791,Elevated,A,4,D1|D2|D3|D4,0.7189,False,2.215,A,5.0,8.748,0.0,5.5,13.7,2,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,5.8,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
100,12200.0,Guanta,Venezuela,VE,VEN,10.25,-64.583333,2.2791,Elevated,A,4,D1|D2|D3|D4,0.7189,False,2.215,A,5.0,8.748,0.0,5.5,23.2,2,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
101,62900.0,Bolshaya Piryu Guba,Russia,RU,RUS,66.673055556,34.361388889,2.2681,Elevated,A,4,D1|D2|D3|D4,0.623,False,1.771,A,7.5,8.748,0.0,1.5,11.0,1,2,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.4,A,1.2,2.0,8.0,0.2,12,1,0.8,99.1,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
102,45040.0,Sayda,Lebanon,LB,LBN,33.5,35.35,2.2679,Elevated,A,4,D1|D2|D3|D4,0.6045,False,2.534,A,7.5,10.0,0.0,5.5,11.0,1,1,0,0.2,5.359,A,6.25,6.282,5.0,4.2,2.5,110.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,4.8,1.655,A,7.56,7.56,6.0,0.0,-1.28,-1.28,sectoral,none
103,47590.0,Maroantsetra,Madagascar,MG,MDG,-15.45,49.816667,2.2605,Elevated,A,4,D1|D2|D3|D4,0.6809,False,5.477,A,7.5,10.0,5.0,2.4,23.2,1,1,6,0.08,6.025,A,6.75,6.731,5.0,5.8,2.3,117.0,uncertain,1.949,A,1.2,2.0,8.0,0.752,12,1,0.8,234.3,0.406,A,6.7,6.64,0.0,0.0,-0.85,-0.82,none,none
104,48216.0,Balhaf,Yemen,YE,YEM,13.966667,48.183333,2.2564,Elevated,A,4,D1|D2|D3|D4,0.6309,False,2.178,A,7.5,10.0,0.0,3.0,8.5,1,1,0,0.1,5.521,A,7.0,6.987,5.0,3.8,2.2,121.0,uncertain,1.517,A,1.2,2.0,8.0,0.276,12,1,0.8,117.7,1.421,A,10.7,8.44,3.0,0.0,-2.85,-1.72,sdn_adjacent,none
105,45809.0,Laayoune,Western Sahara,,,27.083333,-13.433333,2.2544,Elevated,A,4,D1|D2|D3|D4,0.5602,False,2.06,A,7.5,10.0,0.0,2.4,23.2,1,1,0,0.08,5.023,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.724,A,1.2,2.0,8.0,0.46,12,1,0.8,162.8,1.448,A,5.16,4.96,0.0,6.0,-0.08,0.02,none,active_diplomatic
106,44320.0,Sokhumi,Georgia,GE,GEO,42.983333,40.983333,2.2526,Elevated,A,4,D1|D2|D3|D4,0.5392,False,2.642,A,7.5,10.0,0.0,6.5,11.0,1,1,0,0.25,4.824,A,5.25,5.256,5.0,3.924,2.9,94.0,uncertain,1.398,A,1.2,2.0,8.0,0.199,12,1,0.8,98.7,1.445,A,5.9,4.16,0.0,6.0,-0.45,0.42,none,active_diplomatic
107,12120.0,Puerto Cabello,Venezuela,VE,VEN,10.483333,-68.0,2.2508,Elevated,A,4,D1|D2|D3|D4,0.7289,False,2.107,A,5.0,7.171,0.0,5.5,12.5,2,4,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.8,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
108,60810.0,De Kastri,Russia,RU,RUS,51.466667,140.783333,2.2348,Elevated,A,4,D1|D2|D3|D4,0.6343,False,1.685,A,7.5,7.171,0.0,1.5,9.4,1,4,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.387,A,1.2,2.0,8.0,0.193,12,1,0.8,97.4,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
109,44140.0,Temryuk,Russia,RU,RUS,45.35,37.35,2.2298,Elevated,A,4,D1|D2|D3|D4,0.6331,False,1.968,A,10.0,10.0,0.0,1.5,3.4,0,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.008,12,1,0.8,52.0,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
110,44162.0,Kavkaz Oil Terminal,Russia,RU,RUS,45.333333,36.65,2.2298,Elevated,A,4,D1|D2|D3|D4,0.6331,False,1.968,A,10.0,10.0,0.0,1.5,4.9,0,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.091,12,1,0.8,72.4,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
111,28390.0,Lomonosov,Russia,RU,RUS,59.916667,29.766667,2.2298,Elevated,A,4,D1|D2|D3|D4,0.6331,False,1.968,A,10.0,10.0,0.0,1.5,7.5,0,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.5,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
112,60981.0,Shakhtersk,Russia,RU,RUS,49.166667,142.066667,2.2298,Elevated,A,4,D1|D2|D3|D4,0.6331,False,1.968,A,10.0,10.0,0.0,1.5,7.9,0,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.6,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
113,61060.0,Moskal Vo,Russia,RU,RUS,53.583333,142.5,2.2298,Elevated,A,4,D1|D2|D3|D4,0.6331,False,1.968,A,10.0,10.0,0.0,1.5,7.9,0,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,33.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
114,47400.0,Mahajanga,Madagascar,MG,MDG,-15.716667,46.3,2.2249,Elevated,A,4,D1|D2|D3|D4,0.6559,False,4.606,A,7.5,10.0,2.5,2.4,9.4,1,1,3,0.08,6.025,A,6.75,6.731,5.0,5.8,2.3,117.0,uncertain,2.175,A,1.2,2.0,8.0,1.166,12,1,0.8,335.7,0.406,A,6.7,6.64,0.0,0.0,-0.85,-0.82,none,none
115,10110.0,Matanzas,Cuba,CU,CUB,23.05,-81.54999999999998,2.2227,Elevated,A,4,D1|D2|D3|D4,0.6876,False,1.819,A,0.0,8.748,4.167,3.0,17.1,4,2,5,0.1,5.869,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.278,A,1.2,2.0,8.0,0.139,12,1,0.8,84.0,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none
116,58590.0,Port Romblon,Philippines,PH,PHL,12.583333,122.266667,2.2071,Elevated,A,4,D1|D2|D3|D4,0.8707,False,9.187,A,7.5,10.0,10.0,9.5,23.2,1,1,12,0.4,4.787,A,5.0,5.0,5.0,4.2,3.0,90.0,uncertain,1.435,A,1.2,2.0,8.0,0.221,12,1,0.8,104.2,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none
117,45010.0,Al Ladhiqiyah,Syria,SY,SYR,35.533333,35.766667,2.2014,Elevated,A,4,D1|D2|D3|D4,0.6656,False,1.661,A,2.5,7.171,0.0,4.25,14.0,3,4,0,0.15,5.661,A,7.0,6.987,5.0,4.2,2.2,121.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,41.6,2.122,A,10.56,8.56,10.0,0.0,-2.78,-1.78,comprehensive,none
118,12145.0,Catia La Mar,Venezuela,VE,VEN,10.6,-67.016667,2.2009,Elevated,A,4,D1|D2|D3|D4,0.747,False,1.926,A,2.5,10.0,0.0,5.5,15.5,3,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.3,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
119,12280.0,Caripito,Venezuela,VE,VEN,10.15,-63.033333,2.2009,Elevated,A,4,D1|D2|D3|D4,0.747,False,1.926,A,2.5,10.0,0.0,5.5,14.0,3,1,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.064,12,1,0.8,65.6,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
120,9768.0,San Andres Island,Colombia,CO,COL,12.566666667,-81.7,2.1955,Elevated,A,4,D1|D2|D3|D4,0.6789,False,5.534,A,7.5,10.0,1.667,7.5,11.0,1,1,2,0.3,5.798,A,5.25,5.256,8.0,5.12,2.9,94.0,volatile,1.973,A,1.2,2.0,8.0,0.789,12,1,0.8,243.3,0.367,A,5.64,4.24,0.0,0.0,-0.32,0.38,none,none
121,47150.0,Marka,Somalia,SO,SOM,1.716667,44.783333,2.1902,Elevated,A,4,D1|D2|D3|D4,0.7863,False,2.06,A,7.5,10.0,0.0,2.4,23.2,1,1,0,0.08,6.632,A,7.5,7.5,5.0,6.88,2.0,129.0,uncertain,1.177,A,1.2,2.0,8.0,0.091,12,1,0.8,72.2,1.431,A,10.36,9.16,3.0,0.0,-2.68,-2.08,sdn_adjacent,none
122,44180.0,Anapa,Russia,RU,RUS,44.883333,37.316667,2.19,Elevated,A,4,D1|D2|D3|D4,0.647,False,1.831,A,7.5,10.0,0.0,1.5,11.0,1,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,41.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
123,44240.0,Sochi,Russia,RU,RUS,43.583333,39.733333,2.19,Elevated,A,4,D1|D2|D3|D4,0.647,False,1.831,A,7.5,10.0,0.0,1.5,11.0,1,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,23.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
124,44270.0,Adler,Russia,RU,RUS,43.433333,39.933333,2.19,Elevated,A,4,D1|D2|D3|D4,0.647,False,1.831,A,7.5,10.0,0.0,1.5,23.2,1,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,23.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
125,12060.0,Las Piedras,Venezuela,VE,VEN,11.7,-70.216667,2.1823,Elevated,A,4,D1|D2|D3|D4,0.7537,False,1.862,A,2.5,8.748,0.0,5.5,15.5,3,2,0,0.2,6.307,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,5.8,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none
126,43900.0,Kerch,Ukraine,UA,UKR,45.35,36.483333,2.1818,Elevated,A,4,D1|D2|D3|D4,0.5356,False,1.903,A,10.0,8.748,0.0,1.5,7.9,0,2,0,0.05,4.706,A,5.0,5.0,5.0,3.924,3.0,90.0,uncertain,1.274,A,1.2,2.0,8.0,0.137,12,1,0.8,83.5,1.986,A,9.56,6.1,0.0,10.0,-2.28,-0.55,none,active_military
127,61090.0,Shakotan,Russia,RU,RUS,43.866667,146.833333,2.1774,Elevated,A,4,D1|D2|D3|D4,0.6542,False,1.392,A,2.5,10.0,0.0,1.5,14.0,3,1,0,0.05,5.493,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.513,A,1.2,2.0,8.0,0.273,12,1,0.8,116.8,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none
